,ID,Name,Artist,Release_Date,duration_ms,score,num_sp_playlists,sp_popularity,sp_streams,weekly_sp_stream,monthly_sp_streams
8373,1aGefhq5qTpoSofyn6F6FA,Đôi Mắt Mùa Xuân,['Mỹ Tâm'],2018-09-11,186287,0,1,2,14736,717,678
8374,2eyGwyBpuJWKuvpUuvu2Xc,Hai Mươi,['Mỹ Tâm'],2018-09-11,276191,0,1,3,301261,139,490
8375,5UYEdbXemnn0rNV9hQn4a1,Người Tình Ơi Mơ Gì,['Mỹ Tâm'],2018-09-11,239015,0,1,0,28573,485,3314
8376,5A6tHxMZswHMbG2I0iMdiP,Rồi Em Sẽ Quên,['Mỹ Tâm'],2018-09-11,420360,0,1,2,9544,419,421
8377,3GLeAJh5IbLUZVJjYFtdyh,Thiên Đường Mùa Xuân,['Mỹ Tâm'],2018-09-11,209927,2,3,2,10852,4784,2979
8378,4N8uteKNUicbSTW1BS3i56,Tình Lỡ Cách Xa / Ai Đưa Em Về / Dấu Yêu / Tình Yêu Còn Đâu / Sóng,['Mỹ Tâm'],2018-09-11,398400,0,3,3,25531,744,822
8399,32EYVaplVNY8TnuKgw5GD2,Dấu Yêu,['Mỹ Tâm'],2018-08-27,290351,2,14,4,60885,1097,4333
8400,3NgtZOlQb9OLmUs2I7TwWR,Thưở Hai Mươi,['Mỹ Tâm'],2018-08-27,298109,0,1,2,35985,84,252
8401,5sLieLff8V8ZgQ6ZFxCnms,Biển Gọi,['Mỹ Tâm'],2018-08-27,272640,0,1,1,32784,341,557
8402,21JDwntLOaOGAb2EqKX3Q2,Màu Tóc Nhung,['Mỹ Tâm'],2018-08-27,387291,0,5,1,80024,267,1815
8403,2IaxvfI2Oge8k5tUYsaB5B,Tìm Đâu Giấc Mơ,['Mỹ Tâm'],2018-08-27,376111,0,4,1,26580,481,1900
8404,4HZFKdcvXEnQKT9InMT48S,Thành Phố Kỷ Niệm,['Mỹ Tâm'],2018-08-27,270184,0,1,1,23029,265,518
8431,52MdLprdzJ0t0pqzZ8O612,Khúc Nhạc Tình Yêu,['Mỹ Tâm'],2018-08-10,341890,0,5,0,26899,800,1460
8432,7buEIwPe8VH5PYdwCq8D01,Nhé Anh,['Mỹ Tâm'],2018-08-10,273763,0,40,6,105887,301,2447
8433,5kbtjhHjgcaLw80uoyMvq6,Sóng,['Mỹ Tâm'],2018-08-10,216450,0,4,1,9090,526,1018
8434,4ycsG5JHHVPqtJmdrJvAfJ,Tình Mơ,['Mỹ Tâm'],2018-08-10,210416,0,2,1,17559,439,888
8435,7yA02N8Ezl4CtqGeBE65IZ,Tóc Nâu Môi Trầm,['Mỹ Tâm'],2018-08-10,212924,0,27,4,73894,261,1742
8436,25ANdGoBAOXhlQOTDtAeuv,Yêu Dại Khờ,['Mỹ Tâm'],2018-08-10,245237,2,142,19,446524,1559,4675
8437,7qSQQ6eo191hkHgDNPN3Vw,Hai Mươi,['Mỹ Tâm'],2018-08-10,270367,2,44,3,81290,460,2715
8438,1VuQgOhfXcpnNe7NxHgbUL,Em Của Tôi,['Mỹ Tâm'],2018-08-10,235441,0,2,1,24187,312,1131
8439,7KMnU3Uu3Ni9p8VUQtcgoq,Bài Ca Đêm,['Mỹ Tâm'],2018-08-10,363284,0,3,0,6739,1306,1618
8440,0iEiYn9l77UF99ptzCaRJO,On The Breath Of An Angel,['Mỹ Tâm'],2018-08-10,213916,0,0,0,4487,2610,3734
8441,0KaugmxpnfwHEk19pNBZFo,Mãi Yêu,['Mỹ Tâm'],2018-08-10,313573,2,35,0,54901,1644,7037
8442,5suKT1mfwQPL76Na7uClDe,Hãy Nói Với Em,['Mỹ Tâm'],2018-08-10,395441,0,12,1,40135,132,1706
8481,0RCx331aPr91OfGGQ4iizA,Tango,['Mỹ Tâm'],2018-08-09,229433,0,3,1,4984,596,1323
8482,4cHF3GIrHizIygDiRvlNdb,Một Ngày,['Mỹ Tâm'],2018-08-09,221962,0,2,1,4966,499,1129
8483,0AUPsO76EsbLkrrjnf4YLz,Tan Hết Mùa Yêu Xưa,['Mỹ Tâm'],2018-08-09,271882,0,3,1,4300,458,1092
8484,3KmEID44EsEzf4k5ZtYiFJ,Cô Gái Mắt Nâu,['Mỹ Tâm'],2018-08-09,327967,0,1,1,3750,3394,13451
8485,6hgMBqwySdLRSls1Zx09gH,Mong Chờ,['Mỹ Tâm'],2018-08-09,283820,0,4,0,3497,183,1579
8486,1iTogWNmC708gTqy6woS5E,Về Nơi Đâu,['Mỹ Tâm'],2018-08-09,216946,0,2,1,5469,628,1647
8487,3AKFvBoNwYTdkaE9C1HUtY,Tạm Biệt Tình Yêu,['Mỹ Tâm'],2018-08-09,272352,0,4,1,4280,355,879
8533,1yRpFYiJbARz4RCBUDXbUE,Xuống Phố Mùa Thu,['Mỹ Tâm'],2018-08-01,201142,0,1,2,22139,499,1219
8534,2RiLmhrscFtY8Sg5kOkL29,Sẽ Không Như Thế,['Mỹ Tâm'],2018-08-01,226324,0,2,2,21819,408,1306
8535,4YcPMJGb2xyFBLR3UMVph0,Tình Ơi,['Mỹ Tâm'],2018-08-01,228257,0,5,2,34630,120,719
8536,27KJRsqlfcDhP6mmj2653k,Nói Với Em,['Mỹ Tâm'],2018-08-01,268591,0,5,2,16455,24,131
8537,3in8aeRQ5oCSZc1GfYdxuY,Sương Đêm,['Mỹ Tâm'],2018-08-01,314174,0,0,2,15234,2901,2716
8538,0cjNAd2G3RqfrFoETqBTff,Nhớ Mưa Xưa,['Mỹ Tâm'],2018-08-01,401188,0,3,1,16566,1121,2122
8539,3yub6iE138lCPayPDQbxEN,Nhà Em,['Mỹ Tâm'],2018-08-01,219951,0,2,1,28298,526,1377
8540,4R1A7Lgq9gSF9JSL2YVprt,Tình Sương Khói,['Mỹ Tâm'],2018-08-01,357355,0,3,1,15818,1169,2224
8541,7xiIrVZFtIGGd5C5Bd9gvu,Lang Thang Về Đâu,['Mỹ Tâm'],2018-08-01,247118,0,1,1,11354,317,400
8542,2j3APVTvmYRyv9OSXbGUAg,Tình Xanh,['Mỹ Tâm'],2018-08-01,270576,0,6,2,21366,113,650
8543,3d9hXpHlDWyWw9IphBdQsZ,Giấu Em Vào Nỗi Nhớ,['Mỹ Tâm'],2018-08-01,220604,0,1,1,10983,459,629
8544,5EeSW6gS3sn29B9VZtZ1U9,Mưa Đêm,['Mỹ Tâm'],2018-08-01,239621,0,3,1,13034,363,768
8602,08kmRlY46LvDwFQboeskLg,Chia Tay Tình Đầu,['Mỹ Tâm'],2018-07-25,242964,0,3,2,44579,243,708
8603,01KYcnMiCFmOJcQHIeqkKV,Đi Bên Anh Mùa Xuân,['Mỹ Tâm'],2018-07-25,287033,0,1,5,119909,284,1037
8604,5PLQlFPEBfxoo9Ukhs4RLg,Tình Vẫn Chưa Yên,['Mỹ Tâm'],2018-07-25,379376,0,2,1,14245,763,1544
8605,1tbWFViOA9km2ogsEIIwJC,Mắt Lệ Cho Người,['Mỹ Tâm'],2018-07-25,405733,0,4,1,13997,479,1935
8606,1ipUHfXuTnWocus7MrkhfO,Tình Yêu Vừa Ra Đi,['Mỹ Tâm'],2018-07-25,320992,0,1,0,37983,384,1030
8607,4PgAYLwXEy471cknyLI7yA,Hãy Mang Đến Những Mùa Xuân,['Mỹ Tâm'],2018-07-25,268094,0,2,3,26521,181,563
8671,1avw2Q1xZzR5uDr1EZwzpP,Cho Một Tình Yêu,['Mỹ Tâm'],2018-03-01,288257,0,67,12,209321,503,1784
8672,7x6Zj4NEqj8qQ9XtA22Q9k,Đêm Dài,['Mỹ Tâm'],2018-03-01,242688,0,8,3,41041,171,1044
8673,3kennJm8zU0oFht4EHXyM6,'Em Chờ Anh,['Mỹ Tâm'],2018-03-01,295880,0,9,2,69261,134,1178
8674,17juIca8JJ6kJblQpDz9uc,Khi,['Mỹ Tâm'],2018-03-01,335882,0,24,4,44284,515,976
8675,5BRMthgaPHW8PPG8SR6lOo,Không Yêu Không Yêu,['Mỹ Tâm'],2018-03-01,257314,2,12,2,30372,2463,1857
8676,36uPMvTMOtFsc8JNckvKyA,Một Chuyện Tình,['Mỹ Tâm'],2018-03-01,253301,2,16,3,50411,462,3200
8677,6UdowgIxocm5z8sJ3i68YP,Nắng Xuân Ngời,['Mỹ Tâm'],2018-03-01,211733,2,5,1,22837,6293,733
8678,716v3R9um8wNhNGGUoKvqJ,Nỡ Quên,['Mỹ Tâm'],2018-03-01,184106,0,6,2,38696,525,499
8679,4p05bZMh4r8YSv60Ci8s2m,Sao 'Em Còn Buồn,['Mỹ Tâm'],2018-03-01,331338,0,4,2,37751,1960,5520
8680,3ZruGRVF5Jpg8APVaogb6T,Tình Quê,['Mỹ Tâm'],2018-03-01,259264,0,3,1,8930,347,5089
8681,4iU0zA6d9v4QQxOMxEEmua,Tôi Và Tuổi Thơ,['Mỹ Tâm'],2018-03-01,193472,0,2,1,8272,711,1351
8682,0qGx7myeIN6vNf82ATSSj8,Xin Chào Ngày Mới,['Mỹ Tâm'],2018-03-01,214421,0,4,2,14985,333,558
8683,51MaDfNgg8u8HD9pG4uSd4,Xin Lỗi,['Mỹ Tâm'],2018-03-01,335880,2,19,5,51630,1847,26740
8760,2IRMoSVwaDxBw0huQabuKY,Đừng Hỏi Em,['Mỹ Tâm'],2017-12-06,263053,23,1352,42,7496514,39484,140200
8761,2ul26i66lPSUir3NrnEzWh,Cô Ấy Là Ai,['Mỹ Tâm'],2017-12-06,229826,0,209,27,2315317,4261,15387
8762,52zI3SbkgszyA3W5rzG6Ro,Anh Chưa Từng Biết,['Mỹ Tâm'],2017-12-06,250146,0,113,26,1847040,3799,13947
8763,5Vf9yWZdPedFbz7z69XELr,Nếu Có Buông Tay,['Mỹ Tâm'],2017-12-06,253240,4,324,32,2725015,11322,33838
8764,0epUSUN1QunKFgAKMCYyq1,Đau Thế Mà,['Mỹ Tâm'],2017-12-06,194266,0,56,18,1199111,1097,3783
8765,5WZsyCzkUesBfAleckJTbH,Mong Cho Anh,['Mỹ Tâm'],2017-12-06,244040,0,121,22,1698073,2386,8478
8766,3OhOgEPjiwu5Lmzi1Oi0iG,Lạnh Lùng,['Mỹ Tâm'],2017-12-06,270160,0,96,21,1472272,1921,6325
8767,5UeD0rVFJXXl3HGjKiZbrt,Muộn Màng Là Từ Lúc,['Mỹ Tâm'],2017-12-06,235093,11,1495,43,10455540,43127,165929
8768,6kgIKUdGJQOapfU7uMxUGH,Biết Khi Nào Gặp Lại,['Mỹ Tâm'],2017-12-06,246333,1,417,30,3499813,6848,25255
8769,1aw1KeS9sT1mKPzs2hfqCz,Nếu Anh Đi,['Mỹ Tâm'],2017-12-06,251893,11,1245,39,8515348,26980,93085
8770,1nGRPhAKPE7DugaNVJqtG6,Chuyện Buồn,['Mỹ Tâm'],2017-12-06,230533,0,128,21,1704830,1937,6695
8771,5YW0J0Rg3VpeHP6rn1iVDv,Đâu Chỉ Riêng Em,['Mỹ Tâm'],2017-12-06,234120,1,997,40,5623900,36698,106136
8772,1rJyVbXb3njXbN3lokllKf,Người Hãy Quên Em Đi,['Mỹ Tâm'],2017-12-06,232481,18,2651,43,12765608,40326,153149
8862,3P6MYC1H7DGjBU5G04mrCt,Mùa Đông Của Anh,['Mỹ Tâm'],,332373,0,125,27,835311,5625,18135
8863,29n2MJgNgLbRTHsjdYX9lr,Cám Ơn Người Tình,['Mỹ Tâm'],,349119,2,66,18,248242,1223,2905
8864,1e3XVECaKioH2FdzNM83Fk,Hoa Trinh Nữ,['Mỹ Tâm'],,359039,0,79,19,337100,1429,4433
8865,1MypNXhY8KUMLdRxeQNmPO,Chuyến Tàu Hoàng Hôn,['Mỹ Tâm'],,295039,0,52,12,198041,537,1289
8866,3tewtecu6SK1cCZSngNkVv,Đôi Mắt Người Xưa,['Mỹ Tâm'],,303791,0,42,0,227531,266,3067
8867,5yZKPly5LwymU97OU1w3Zl,Sầu Lẻ Bóng,['Mỹ Tâm'],,295759,0,33,0,39372,318,2528
8868,7BgttY0HHbPpBxcnDmNsC1,Sầu Tím Thiệp Hồng,['Mỹ Tâm'],,330106,0,36,11,84821,1281,1000
8869,3Zsk5kVOQJgyaXpF476jIU,Chỉ Hai Đứa Mình Thôi Nhé,['Mỹ Tâm'],,293926,2,36,13,102312,663,1653
8870,53DeiPyjI6YepNMixxMvB8,Chuyện Hợp Tan,['Mỹ Tâm'],,294954,0,13,8,80654,347,905
8871,3nimTYr39MANUqa01DjlKE,Xin Thời Gian Qua Mau,['Mỹ Tâm'],,336448,0,35,15,355634,1054,3854
8872,4f7WByTEKeBxrAFKRcxl03,Chuyện Tình Không Suy Tư,['Mỹ Tâm'],,322730,0,19,7,85464,694,860
8973,1Hi2w8jt6ydYQemHnL1B9d,Chuông Ngân Vang,['Mỹ Tâm'],2016-01-01,213812,0,5,0,11935,618,1737
8974,1ub5lueyBvgOrOUVs7jlhd,Bài Thánh Ca Buồn,['Mỹ Tâm'],2016-01-01,311562,0,5,0,5186,9,39
8975,4atVVBNR0ipgqrypOCdPI7,Ngàn Ánh Sao Đêm,['Mỹ Tâm'],2016-01-01,270471,0,12,1,11451,155,1061
8976,0yQJTXdtgO6wUC19YqlEWM,Khúc Nhạc Noel,['Mỹ Tâm'],2016-01-01,210312,0,3,0,3456,1129,3395
8977,2nzRfMP4GVs5YKChOx4meX,Cung Đàn Giáng Sinh,['Mỹ Tâm'],2016-01-01,213002,0,2,0,2075,1010,4570
8978,3YD8xdA7u07nhhLZIfNB09,Bê Lem Mùa Đông,['Mỹ Tâm'],2016-01-01,304483,0,3,0,3074,445,29
8979,0y9GEfVkQJM0i1XAkovp5C,Mùa Giáng Sinh,['Mỹ Tâm'],2016-01-01,220525,0,3,0,22597,1109,4211
8980,6n1oGvjuqRRBTF67LXZLYu,Đêm Lạnh Mùa Đông,['Mỹ Tâm'],2016-01-01,240875,0,20,5,25455,17,175
8981,2EEjBjziElyeppELteQYmb,Đêm Hồng Ân,['Mỹ Tâm'],2016-01-01,257671,0,3,0,2387,706,14673
8982,4ScsIgKw0hyqRprN1eB2To,Đêm Thánh Vô Cùng,['Mỹ Tâm'],2016-01-01,251193,0,1,0,2347,509,4824
8983,61qOa01zCXguu9xFOdE5m2,Mùa Tình Yêu,['Mỹ Tâm'],2016-01-01,220969,0,2,0,1623,1016,5741
8984,0SLPjpgK2EN6lAoiH3JU5I,Giáng Sinh Hồng,['Mỹ Tâm'],2016-01-01,301897,0,11,4,16262,98,1304
8985,7zfiMBxF1cu8LPYlUCTdwr,Cao Cung Lên,['Mỹ Tâm'],2016-01-01,299728,0,15,7,63893,167,690
8986,5h3d7Rwi7ziTLnWiO6UDQV,Hát Mừng Giáng Sinh,['Mỹ Tâm'],2016-01-01,267337,0,7,0,3695,364,1765
9101,5LkTDg2zb6HwCePzWhyX3a,Tình ơi,['Mỹ Tâm'],2016-01-01,228767,0,16,0,14269,40,216
9102,5Qva3TLETi4wltH0b8gx0i,Hãy thắp lên ngọn nến,['Mỹ Tâm'],2016-01-01,272130,0,0,0,18300,2583,4366
9103,15Aeos1ZLe9S0VwPd3SWG4,Dáng hồng,['Mỹ Tâm'],2016-01-01,379733,0,2,0,3689,1014,1274
9104,1VtXvVOWhMREl1MiRaRcJT,Cây đàn sinh viên,['Mỹ Tâm'],2016-01-01,296925,0,4,0,23521,156,914
9105,3boJ0P5Y68OrcL9q8pndqV,Nổi nhớ con thuyền,['Mỹ Tâm'],2016-01-01,336217,0,1,0,21933,2580,3959
9106,7CZD7W0TD2Hg7YCYvBcYpx,Tôi yêu Manbo,['Mỹ Tâm'],2016-01-01,253736,0,1,0,10324,497,4826
9107,3gRcH1pd9TnysCVywFdaTS,Giã từ dĩ vãng,['Mỹ Tâm'],2016-01-01,396059,0,2,0,3027,1004,1287
9108,0G4mBcI6HMwG7Ne9vIcNPo,Giấc mơ không phai,['Mỹ Tâm'],2016-01-01,296642,0,0,0,9786,3178,5778
9109,7ECUOqT8jC4xLeJDfnF5dI,Tình phiêu lãng,['Mỹ Tâm'],2016-01-01,250862,2,25,4,36836,98,390
9110,2ZEV11JQQ2Iu0amGRmOxSh,Cô bé soi gương,['Mỹ Tâm'],2016-01-01,232511,0,0,0,7889,2483,3950
9111,7gydiUtz7vfjeLYwMQlb1P,Cây đàn sinh viên,['Mỹ Tâm'],2016-01-01,289763,0,2,0,35567,126,1029
9112,1EeJplrHNxspLkC3muNcni,Tình phiêu lãng,['Mỹ Tâm'],2016-01-01,251145,0,0,0,26057,2645,5769
9239,5rYo0EETr4BbxGIfpD33JO,Hồn nhiên,['Mỹ Tâm'],2016-01-01,237344,0,0,0,2355,2484,4397
9240,54LSmfbCMv5oLc0vTr1Iup,Một ngày bình yên,['Mỹ Tâm'],2016-01-01,249882,0,2,2,5862,448,1976
9241,0Vmwhoj4ZsEUiVI3NVl3wZ,Hát ru một tình yêu,['Mỹ Tâm'],2016-01-01,334127,0,0,0,2438,5743,12347
9242,1ZarWMkXWOvNJ3NjDRKkaU,Chút tình mai sau,['Mỹ Tâm'],2016-01-01,255107,0,0,0,1857,2592,7721
9243,6AV3YmK6mqNvP1QveQY7Qg,Dấu yêu,['Mỹ Tâm'],2016-01-01,287521,0,1,1,4254,141,406
9244,6XiiQqkK1dPY4AYMQVTE7r,Rồi sẽ đến,['Mỹ Tâm'],2016-01-01,292941,0,0,1,2446,2916,2264
9245,6PrbUp0arZ7irGMSW7zHaX,Chia tay,['Mỹ Tâm'],2016-01-01,361360,0,3,0,2552,1306,1628
9246,5SyYheGv5S8UJgTDC5144T,Tạm biệt chim én,['Mỹ Tâm'],2016-01-01,282122,0,1,0,3360,71,739
9247,5TtFfgPW7PiUBbsqyd0DVI,Ước mơ,['Mỹ Tâm'],2016-01-01,239281,0,0,0,2054,2486,4087
9248,29LGIClLxQMwKyB3mGoTV4,Tình như ngọn nến,['Mỹ Tâm'],2016-01-01,313099,0,54,0,422859,377,2796
9385,4P3TKcgGZWTXh8oPuwWbwo,Em và tôi,['Mỹ Tâm'],2016-01-01,202175,0,1,0,1121,1155,4731
9386,1AlOY2aajjT16VAUYSjMGE,Nhịp sống tuổi trẻ,['Mỹ Tâm'],2016-01-01,139775,0,0,0,1061,2282,4311
9387,0VcLoUwGocZqXKZAwROFkN,Trái tim hồi sinh,['Mỹ Tâm'],2016-01-01,286720,0,0,0,1150,3189,5657
9388,4TOSuhSHwvyXZHAyA1S3dn,Chuyện tình sông Hương,['Mỹ Tâm'],2016-01-01,263210,0,7,1,2787,177,1922
9389,41a3DPLWINzlZUY5EH0P0D,Thiên đường tình yêu,['Mỹ Tâm'],2016-01-01,258325,0,0,0,1108,6,15110
9390,3PXyDaEWDzIYg2335jCuNt,Triệu đóa hoa hồng,['Mỹ Tâm'],2016-01-01,294720,0,1,0,1795,5,406
9391,5tEiXoiiTHNEjt20KPDH0E,Mình mãi bên nhau,['Mỹ Tâm'],2016-01-01,233578,0,0,0,2413,2483,3957
9392,0kajf9xdDbcW596SuM5Kqn,Búp bê đáng yêu,['Mỹ Tâm'],2016-01-01,257045,0,0,0,2685,2586,12189
9393,3lrMgUjmJOsrVJbKl6nvb4,Cô đơn mình em,['Mỹ Tâm'],2016-01-01,351573,0,0,0,1118,4062,10652
9394,26aW2OURtWVgH3MJwtnaz4,Vũ điệu Cancan,['Mỹ Tâm'],2016-01-01,193450,0,0,0,1345,3402,4692
9395,6PstVRXM3IkSQDPt1gcvbB,Khi xưa ta bé,['Mỹ Tâm'],2016-01-01,221888,0,3,0,4106,1126,4278
9396,5Dxm1YRZoAuUkQi8NM2jNO,Trái tim không ngủ yên,['Mỹ Tâm'],2016-01-01,273920,0,3,2,26693,361,1071
9397,3d0aNluajay6hCneZAoQ2C,Tôi muốn nhìn mưa rơi,['Mỹ Tâm'],2016-01-01,280000,0,0,0,1166,3,5317
9547,7sGQS23I2CAatwtJEG7VYU,Dịu dàng sắc xuân,['Mỹ Tâm'],2016-01-01,286476,0,2,1,3264,137,426
9548,4DcXArMGXbp0Ec9XQCCn2n,Đón tết,['Mỹ Tâm'],2016-01-01,239521,0,0,0,1492,2486,4021
9549,5SyQr3dvUcfZkxn9UROOsr,Mưa xuân,['Mỹ Tâm'],2016-01-01,274307,0,2,0,2304,378,1284
9550,1k8VTz3jAxbeSVvnTcQIx8,Bên em mùa xuân,['Mỹ Tâm'],2016-01-01,263488,2,2,0,3629,4708,8070
9551,7maS2LnUZwgK73ncZecb5T,Ánh xuân về,['Mỹ Tâm'],2016-01-01,261812,0,0,0,1269,2537,5882
9552,6uwBtLC0noTFHqwK2hznQc,Ta yêu xuân,['Mỹ Tâm'],2016-01-01,234274,0,1,0,1276,473,3437
9553,2gu5ngX4sjMzSMVqnP229z,Dáng xuân hồng,['Mỹ Tâm'],2016-01-01,252908,0,0,0,1146,2645,5271
9554,4Qbbh7kSLkvcyi7dpMxPqL,Yêu xuân,['Mỹ Tâm'],2016-01-01,287216,0,3,0,4947,493,2399
9555,3BgqntVDAtvusdjhFU3nku,Xuân hạnh phúc,['Mỹ Tâm'],2016-01-01,229072,0,0,0,1195,2684,4424
9556,10CknndPsOhlZ08zIZ7crM,Lặng lẽ mùa xuân,['Mỹ Tâm'],2016-01-01,354133,0,2,0,1819,1030,1379
9716,1QhmHEl1P6fHNF3CBCbfDN,Câu hò bên bờ Hiền Lương,['Mỹ Tâm'],2016-01-01,312663,0,2,0,62193,142,585
9717,6WvUUWtEIThqASWQgzdsKk,Bộ đội về làng,['Mỹ Tâm'],2016-01-01,308114,0,0,0,12754,3197,6632
9718,1rARTkjyrw6pd3TWyfRp5P,Du kích long Phú,['Mỹ Tâm'],2016-01-01,207608,0,0,0,6114,2662,3807
9719,4SvMoESoZxw4MRPtAdUDNC,Trường sơn Đông - Trường sơn Tây,['Mỹ Tâm'],2016-01-01,428125,2,2,0,156100,9385,37066
9720,6GFI1GVr2YCf6Mnq9b9yxh,Dậy mà đi,['Mỹ Tâm'],2016-01-01,308985,0,0,0,14118,3198,6634
9721,5AkfqXr7IKP3EBkyHCRJvL,Mỗi bước ta đi,['Mỹ Tâm'],2016-01-01,223869,0,0,0,1570,3,19
9722,36NYapHvs7Q1jyiqlTtNck,Người con gái sông La,['Mỹ Tâm'],2016-01-01,255717,0,0,0,1327,2591,20
9723,2fFoijxghqNePFjNLoXDLa,Đồng đội,['Mỹ Tâm'],2016-01-01,349583,0,0,0,27983,4084,10839
9724,2kepwnSHoJlhWOSTWvVxeV,Em vẫn đợi anh về,['Mỹ Tâm'],2016-01-01,311183,0,1,0,48807,65,425
9725,4F53OBZNU5nM0plEwtgXVa,Cùng hành quân giữa mùa xuân,['Mỹ Tâm'],2016-01-01,297404,0,0,0,9689,3177,5733
9726,4u7pvsQI179SahZSE6lfHM,Tiến về Sài Gòn,['Mỹ Tâm'],2016-01-01,241632,0,0,0,12469,2486,3906
9897,6tQ79CMl8ogKWfpbxJQUED,Em gái ngày xưa,['Mỹ Tâm'],2016-01-01,263096,0,2,1,5026,10,1191
9898,0IXVj17tNl1soGhx0KxKY3,Trong vòng tay của mẹ,['Mỹ Tâm'],2016-01-01,316908,0,1,0,43470,227,608
9899,0GJKe2UhqnkOJWe5mWhMGS,Nói với em,['Mỹ Tâm'],2016-01-01,244745,0,0,0,12530,2491,3717
9900,7sfklJnvbQArzFCg2qVwJr,Hát yêu Thương,['Mỹ Tâm'],2016-01-01,230356,0,2,0,127903,1254,8155
9901,7cGqRk9hdRPSH53pXs3Vlx,Khúc tình,['Mỹ Tâm'],2016-01-01,297817,0,2,0,3681,20,56
9902,5aI02yJMoxb9Bwlpg6K6aR,Lang thang về đâu,['Mỹ Tâm'],2016-01-01,205496,0,0,0,3642,2635,4100
9903,4qVFiMtN4vYUEfRcuP94HW,Tình ơi!,['Mỹ Tâm'],2016-01-01,276114,0,4,0,4380,275,1571
9904,6eM6eWcbiFgv8hOQ4QZ2QZ,Biết đâu tình hồng,['Mỹ Tâm'],2016-01-01,232555,0,0,0,7889,2483,3950
9905,7MjwD0qjcyahZZNz5HxxNL,Cây đàn sinh viên,['Mỹ Tâm'],2016-01-01,311423,0,16,3,13628,41,229
9906,6BMSqJeWjOqNPctx6CjARU,Còn có nhau,['Mỹ Tâm'],2016-01-01,253736,0,2,1,26587,310,1044
10087,3pCXgBfh6qtDGOFUYCrPTh,Goi tinh yeu cua em,['Mỹ Tâm'],2013-03-24,287306,2,21,14,106807,719,2380
10088,2KHQE7MyuezgVW1cmwtNuo,Giua hai chung ta,['Mỹ Tâm'],2013-03-24,295733,0,2,0,18789,111,592
10089,5O8OjFQOSbJGUomvSMOuR0,Con lai,['Mỹ Tâm'],2013-03-24,228546,0,0,0,7825,2675,4372
10090,661198nE8qbPepgdALA35K,Nhu mot giac mo,['Mỹ Tâm'],2013-03-24,250933,2,177,30,824870,7444,28065
10091,1dCPZQ6fsHbsRWHpKA76tV,Vi em qua yeu anh,['Mỹ Tâm'],2013-03-24,222400,0,25,0,56003,841,2722
10092,0Pzqi7yx2OdfdRsjNB5RRA,Su that ta yeu nhau,['Mỹ Tâm'],2013-03-24,235680,0,3,4,38645,315,897
10093,2T5X3v2RQFkPPC7KU1i1fV,My friend,['Mỹ Tâm'],2013-03-24,242840,0,5,0,17886,368,1666
10094,5B95JFhnNvEIOFkRuxuZpO,Lai mot dem mua,['Mỹ Tâm'],2013-03-24,290106,0,2,0,34280,124,1009
10095,7d2auFo3boXrHB1B6PYaY2,Mot phut co don,['Mỹ Tâm'],2013-03-24,265560,0,3,4,35960,374,1326
10096,7qevIH60La5hGzyTacfPc5,Sai,['Mỹ Tâm'],2013-03-24,257346,0,22,20,195794,1668,5855
10287,518M7qRjZ4d8Co5CH8HHdC,Chuyện Tình Không Suy Tư,['Mỹ Tâm'],2010-04-04,322730,2,27,6,41765,429,3170
10288,2GAKLi8RTFWEqfKN1lodKz,Xin Thời Gian Qua Mau,['Mỹ Tâm'],2010-04-04,336448,2,80,13,169032,2059,5406
10289,6s6TwJ2P1ZXecqPt6fgxfC,Bản Tình Cuối,['Mỹ Tâm'],2010-04-04,311061,0,4,3,33388,123,518
10290,7fY15Wbao1uC4on19PubwO,Những Bước Chân Âm Thầm,['Mỹ Tâm'],2010-04-04,216149,0,18,0,40756,1257,9876
10291,1Q3OqpyEQ4ak8KzY67eeCh,Đợi Yêu,['Mỹ Tâm'],2010-04-04,328426,0,9,0,62004,1937,17357
10292,72Srgr49DxRskz8N8265sY,Sao Em Còn Buồn,['Mỹ Tâm'],2010-04-04,331338,2,13,4,39888,5428,47292
10293,79XCjcpEArzF557BiPpC3e,Em Đã Thấy Mùa Xuân Chưa,['Mỹ Tâm'],2010-04-04,331072,0,8,3,167341,1274,5980
10294,5KYWIOf7EsfN1YAleiUYE3,Đoản Khúc Cuối Cho Em,['Mỹ Tâm'],2010-04-04,310976,0,3,3,27801,360,295
10295,1Fe6xasBOla3qoqH2R3zjw,Chuyện Hợp Tan,['Mỹ Tâm'],2010-04-04,294954,0,11,4,74043,120,2382
10296,5TXneOBsMXp2K7mEgok0ej,Có Một Dòng Sông Đã Qua Đời,['Mỹ Tâm'],2010-04-04,229568,0,10,2,157366,170,827
10497,2YkVHNjjR9scszrjJQeJic,Làng Tôi,['Mỹ Tâm'],2010-01-16,320597,0,6,2,77528,242,493
10498,4QM8HwxgY0wP3wxpD6DFxM,Bèo Dạt Mây Trôi,['Mỹ Tâm'],2010-01-16,224576,2,42,9,96635,401,1876
10499,0nOfSQ35kdEKzHPhosGA87,Câu Hò Bên Bờ Hiền Lương,['Mỹ Tâm'],2010-01-16,298112,0,2,2,23930,57,335
10500,6POVJwCd9LCsR46rAdpfBV,Em Vẫn Đợi Anh Về,['Mỹ Tâm'],2010-01-16,274922,0,1,0,245818,199,815
